document	label
여자가 자신의 목에 넥타이를 메어주는	1
방에 버스가 들어와 있는 걸 본	0
풍선이 떴던 위치에 수송기가 날아온	1
자기 몸에 불이 붙는	1
상대방이 어두운 옷을 입고 있는	0
쌍지팡이를 짚고 있는	1
너무 오랫동안 잠을 잤다고 여겨지는	1
산더미 같은 인분을 그릇에 담는	0
라이벌을 이기는	1
치마 속이나 그 밖의 옷 속에 물건을 감추는	1
여러 곳을 두리번거리다가 화장실을 찾은	1
파출소에서 나오는	0
눈을 감는	1
하늘의 문이 열렸다가 닫히는 것을 보는	1
볏섬을 집안으로 들여오는	1
바위가 널린 곳을 껑충껑충 건너 뛰어간	1
자신의 남편이 나타나는	0
폭발물이 터져서 죽은	1
대화 내용이 불확실한	0
건강한 아버지를 보는	1
상대방이 자신의 전신을 찬찬히 뜯어보는	0
병원에 입원해야 하는 진찰카드를 받은	1
잠을 자고 있는 소녀를 보는	0
파릇파릇한 새싹이 갑자기 동물로 변해서 커가고 있는	1
변호사를 고용하는	0
서양인들이 나누는 인사처럼 간단하게 나눈 인사의	0
가슴의 젖을 갓난아기가 빠는	0
산등성이의 구멍에 쥐가 들어있는	1
신체장애자가 나타나는	1
크게 뜬눈이 나오는	1
식물원을 구경했던	1
호랑이를 타고 가다 다른 동물로 바꿔 탄	0
창가에 소녀가 있는	0
남성의 얼굴이 보이는	1
쫓기는 쥐를 때려 잡는	1
애인과 낯선 곳에서 데이트하는	1
들것을 타고 가는	1
교직자가 교장과 교감을 보는	1
근친상간을 하면서도 떳떳하게 행동했던	1
마른 풀밭을 보는	1
소에게 받힌	0
상대방이 크게 화를 낸	0
유엔기와 태극기가 동시에 꽂혀진 것을 본	1
남이 횃불을 들고 가는 것을 본	1
동쪽하늘에서 밝은 별이 세 차례 반짝거리다가 사라지고 그곳으로 비행물체가 지나가는 것을 본	1
색이 있는 커튼에 관련된	0
사막에서 오아시스를 만나는	1
자신이 장애자가 되는	1
흙으로 정원을 손질하는	1
많은 사람들이 흰옷을 입고 모여서 쳐다보거나 엎드려 있는	1
상대방이 눈물 흘리는 것을 구경한	0
매우 큰 귀의	1
육체적인 통증을 느낀	0
혼자서 공격하는	0
자기의 그림자가 들판을 가로지른	1
산꼭대기에 오르는	1
돼지고기를 상식 이상으로 많이 사는	1
의자에 앉아 있는	0
어떤 집에 가서 밥을 먹는데 주인은 쌀밥이고 자신은 잡곡밥이었던	0
수의사가 되는	1
변호사가 되는	1
모래사장에 본인의 발자국을 남기는	1
행정 관청에 부동산을 등기한	1
머리를 수술 받은	1
무덤의 둘레가 유난히 길다고 생각됐던	1
그 해 성사되지 않는 일의	0
방이 넓거나 길다고 생각됐던	1
혼자서 노래를 부르는	1
바람을 받는 돛단배가 잘 가는	1
눈꺼풀과 관련된	0
수량이 적은 것을 소유한	0
기차에 치어 죽은	1
차를 타고 가는데 그 차가 사람을 치어 죽이는	1
키스와 성교를 같은 차원으로 생각하며 행한	1
누군가가 자기를 꼭 안아주는	1
아내가 남편에게 화풀이하는	1
궁궐 같은 집으로 호랑이를 탄 채 들어간	1
남편이 아내에게 화풀이하는	1
상대방 몸에 불이 붙어 타는 것을 본	1
여러 세대가 한 자리에 모이는	0
고무신 한 켤레가 물에 빠져서 건졌는데 여러 켤레의 고무신이 나오는	1
자기 옆으로 많은 사람들이 스쳐 지나가는	1
외교관으로 임명되는	1
집안으로 뱀이 들어온	1
물고기가 다른 동물로 변하는	0
책을 눈으로만 읽는	1
초롱불을 들고 밤길을 간	1
돼지와 방에서 싸우다 돼지의 목을 누르는	1
작은 일이 크게 확대된	1
음식을 먹어 치우는 쥐 떼를 본	0
해바라기, 참깨, 담배 등 특용작물을 구경하는	1
거울을 보면서 화장하는	1
천당에 가서 보좌에 앉은 하느님을 본	1
우유가 들어있는 깡통이 공중에 떠서 다니는 것을 보는	1
전신을 감고 있는 뱀을 죽이는	1
누런 비옷을 입는	1
책상의 서랍 안을 뒤지는	1
옷을 입은 채로 수영하는	0
뱀과 성교한	1
자신이 대성통곡을 하면서 우는	1
멀리 떨어진 곳에서 천둥소리가 희미하게 들리는	1
떨어진 연시를 주워 먹는	0
구술시험을 보는	0
박쥐에게 물린	1
소의 털이 여러 가지 빛깔을 띤	0
상대방 몸에서 피가 나는 것을 보는	0
하늘에서 무수한 별이 쏟아져 땅에 쌓이는	1
물이 여러 군데에서 펑펑 쏟아져 고여 있는	1
함장이 된 자신이 적함을 공격한	1
상대방이 무표정해 보인	1
자기가 죽은 사람의 영혼이란 생각이 드는	1
산 정상에서 큰소리로 외친	1
용의 상, 하체가 각각 다른 곳에 떨어져 있는	1
누군가와 함께 나란히 누워 있던	0
케이블카나 엘리베이터를 타고 오르내렸던	1
산을 짊어지거나 산을 떠밀고 들어올린	1
장시간 동안 키스하는	1
사죄해 용서 받은	1
무용하는 것을 구경한	0
멧돼지가 사람을 물려고 덤벼드는 것을 죽인	1
아버지가 보이는	1
좌선하고 있는 석가모니를 보는	1
자기가 처녀인	0
앵무새가 말을 하는	0
문화 주택이 꽉 차 있는 거리를 자신 있게 활보한	1
집 마당에 고추가 널려 있는	1
호랑이나 사자가 우는 소리를 듣는	1
구렁이가 자신의 몸을 감는	1
건축가가 등장하는	1
남의 집 개와 자기 집 개가 함께 놀고 있는	0
행진곡을 연주하며 행진하는 군악대를 많은 사람들과 함께 지켜본	1
모든 사물이 만족스럽다고 느낀	1
카페트에 관련된	1
마당의 흙 속에서 불길 한 가닥이 솟아 오른	1
숲 속을 걷는	1
선생님이 되는	0
여러 개의 우물을 지나가는	1
여배우와 인사를 하거나 이야기를 나누는	0
열쇠가 열쇠구멍에 정확히 들어맞는	1
소변을 보기 위해 화장실에 들어가는데 잠이 깬	0
커다란 발이 나오는	1
중국 집에서 애인과 함께 음식을 먹는	0
광산을 찾아 가거나 광맥을 탐색하는	1
썩은 송장 물이 시냇물처럼 흘러가는	1
무덤의 한 곳에서 빨간 피가 흐르는 것을 보는	1
폭약이라고 여겨지는 약을 받아먹은	1
돌로 상대방에게 얻어 맞는	0
큰 바위를 가볍게 굴려버린	1
상급자가 준 옷을 받는	1
극약을 먹고 자살하는	1
말괄량이 딸이 나타나는	0
상대방을 위로한	0
사랑하는 사람이 화장품을 사주는	1
멀리서 기다리는 사람이 오는 걸 본	0
동물을 사람으로 여기고 성교하는	1
처음 출발했던 곳으로 되돌아온	0
물살이 센 강이나 시내에서 수영하는	0
출처가 분명하지 않은 곳에서 여러 번 물을 떠다가 우물에 붓는	1
채소를 좋은 것으로 고르는	1
생전에 자기에게 잘해준 누님이 보이는	1
왕이 왕권을 주는	1
가로등 밑에서 일을 하는	1
여러 개의 머리를 가진 뱀이 물 속에 있는	1
강아지가 뒤따라오자 야멸차게 쫓아버린	1
연못에 물고기들이 죽어서 있는	0
흰 돌을 쥔 자신이 상대편의 흑 돌을 하나씩 따내며 바둑을 둔	1
이를 뽑는	0
보트를 저어서 가는	1
자신이 파출부나 식모가 되는	1
옷감을 구입하는	1
청과류를 시장에서 사오는	1
자기 설교에 많은 사람이 죽거나 잠드는	1
사진첩을 펼쳐본	0
달려드는 맹수를 죽이는	0
사방에서 호랑이가 개처럼 졸졸 쫓아다닌	1
자기 병세를 의사에게 자세히 설명한	1
하늘의 구름이 서서히 노란색으로 변하는	1
속내의만 입고 걸어 다니는	0
물이 담긴 그릇에 잉어를 집어넣는	1
처녀가 고목 나무 가지에서 그네를 타는데 노인도 다른 가지에서 그네를 타고 있는	1
넓은 벌판에서 일하는	1
커다란 동물이 자신을 물고 놓지 않는	1
길을 포장하고 있는 것을 본	1
비행기가 착륙해서 자가용으로 변한	1
말이 단체나 군대가 도열해 있는 곳을 지나 가거나 사열한	0
남이 따라주는 술을 받아 단숨에 마시는	0
신이 선악과라고 알려준 과일을 따서 먹는	1
거세게 바람이 불어 흙이나 돌멩이 등이 날아다니는	1
닫힌 문이나 자물쇠가 걸려 있는	0
문화주택 가운데 초가집이 한 채 있는	1
친족과 성교하는	1
다른 식구가 집안으로 들어오는	0
여러 사람이 수영복을 입고 있는	1
웨딩드레스를 입고 결혼식을 올리는	1
교량이 폭발물 또는 기타 힘의 작용에 의해 절단되거나 파괴된	1
작은 십자가가 점차 커지더니 대지를 덮어 버리는	0
소변이 가득한 구덩이나 비료 통에 소변보는	1
벽을 뚫고 그 안에 들어가는	1
남이 성교하는 것을 관심 있게 바라본	0
자신이 나팔을 분	1
반석 위에 앉거나 서있는	1
자기 몸에서 피가 난 것을 보는	0
사각모를 쓰는	1
자신의 뒷모습을 기자가 비행기에서 촬영한	0
새 커튼을 집에 다는	0
고향에서 객지로 나온	1
기차가 레일도 없는 산을 달리는	1
다람쥐가 나무에 오르는	1
보통 말하는 일반회사와 관계 있는	1
배우가 여러 명 등장하는	1
유방이 드러난 그림이나 사진, 조각품 등을 본	1
군도를 얻은	1
창문에 그림자가 비친 것을 본	0
단체로 학생을 움직이게 하는	1
시체가 들어있지 않은 빈 관을 들고 있었던	0
군대가 주둔한 막사나 사령부를 보는	1
자신이 찬 공이 높이 떠오르거나 경기장 밖으로 벗어난	1
아궁이에 불을 때는 것을 본	1
로프를 사용해서 바위를 오르는	1
높은 곳으로 날아오르는	1
달을 바라보며 술을 한잔만 마시는	0
바다에서 해초류를 건져서 오는	0
남동생에 관한	0
무우나 파밭 근처에 배추밭이 있는	1
물이 개간지 한가운데서 유유히 흐르는	1
상대방이 명랑하고 활발해 보인	0
광선이 강하게 방안으로 들어온	1
한번 왔던 곳이라고 생각되는 장소의	1
전선이 합선되어 불이 번쩍거린	1
꽃에 대한	1
담배를 남에게 주어 피우는 것을 보는	1
우편으로 구두 두 켤레가 배달되는	1
소뿔에서 피가 흐르는 것을 본	1
상상화를 그리는	0
고추를 원료로 해서 만든 음식을 먹는	1
진달래꽃이 만발한 산밑에 물살이 세게 흐르는	1
비행접시나 인공위성을 타고 다닌	1
필기구를 꼭 쥐고 소중하게 생각했던	1
계약서를 작성해서 주고받는	1
무엇을 보고 황홀한 느낌을 갖는	1
하늘에서 떨어지는 조개를 받아서 먹는	1
일꾼이 정원을 청소하는 것을 보는	1
사이렌을 크게 울리며 소방차가 달리는 것을 본	0
상대방이 기뻐하는 것을 본	0
상대방이 늙어 보인	1
새싹을 기린이 뜯어 먹는	1
확실하지는 않지만 누군가가 죽었다고 생각하는	1
집에 초상이 나는	1
바라보고 있는 산이 짐승이나 사람으로 변한	1
동물이 호수로 들어가는	1
물고기에게 발이 무수히 많이 달린	1
타인에게 비어있는 지갑을 받는	0
쌀밥을 신령적인 존재에게 드리는	1
가스가 폭발한	1
옛날에 사랑했던 사람을 다시 만나 성교하는	1
전기 불이 깜박거리는	0
상대방에게 각서나 시말서를 받은	0
벌레집을 발견하고 거기에 몹시 집착했던	1
신선한 청과류를 많이 소유한	1
교수의 강의를 듣는	1
거짓이라고 인정된	1
형이나 오빠에 관한	1
자신이 건축가가 되어 등장하는	1
재봉틀을 사거나 집안에 들여놓는	1
국기를 향해서 경건한 마음으로 목례하는	1
기차의 불빛이 자신에게 비친	1
숲 속을 걸어서 들어간	1
호랑이와 성교한	1
이를 고치는	1
수술도중에 몸이 뻐근한 느낌을 받은	1
멧돼지 수십 마리가 한꺼번에 몰려오는	1
열심히 박수치는	0
외국 팀과 축구시합을 하는데 우리 선수들이 승리한 것을 본	1
성스럽거나 존엄하다고 생각된	1
인형이 말을 한	1
부모상을 당하고 대성통곡하는	1
천당에 보내 달라고 하느님께 비는	1
준마를 타고 하늘을 나는	1
여성의 등에 관한	0
여러 대의 자가용이 자기 집 마당에 정차되어 있는	1
소가 수레를 끌고 가는	1
땅이 갈라져 한없이 깊은 곳까지 내려다 본	1
외갓집 동네에서 하룻밤을 잔 샐러리맨의	1
피리를 분	0
두더지처럼 땅 속에서 헤엄치는	0
높고 험한 산을 정복한	1
배 안에 물이 흥건히 고여있는	1
솜, 털, 고치 등으로 실을 자아내는 것을 구경한	0
철길을 여러 개 지나거나 기차 밑을 지나간	1
교량 위를 우마차가 지나간	1
산정 또는 언덕 위에 사람이 많이 모여있는	1
모르는 사람이 전기 줄을 거두어 간	0
탱크를 부수고 사람을 죽인	1
기적소리를 내며 기선이 항구에 들어온 것을 본	1
애인과 함께 차를 타고 드라이브 한	1
길에 파놓은 함정을 뛰어 넘거나 차를 탄 채 뛰어 넘는	1
머리에 관한	1
동물이 헤엄치는 것을 보는	1
뜨거운 물에 몸을 씻는	1
순풍이 불어서 돛단배가 순항하는	1
탈곡을 열심히 하는	1
더러운 손에 관한	1
털투성이 손에 관한	1
상아로 된 파이프를 가지고 있는	1
영적인 존재가 주는 신발을 받아서 신는	1
무수한 편대비행이 계속되는 것을 본	1
다른 사람이 주판을 들고 방을 들어온	1
자신이 포즈를 취하고 사진을 찍은	1
마차를 타고 자신이 왕비나 왕자가 된 것처럼 호위를 받으며 거리를 달리는	1
두 마리의 서로 다른 짐승이 서로 물어뜯으며 싸우는 것을 구경한	1
혼사가 며칠 남지 않았는데 상대편 집에 초상이 난	0
유리창문으로 빗방울이 거세게 들이치는 것을 본	1
대통령이 자기 집을 방문하겠다고 길에서 약속하는	1
집안에 있는 물통에 물이 가득 차 있는 것을 본	1
동물의 목을 잘랐는데 피가 솟는	1
목에 대한	1
벼를 찧는	1
전신에 열이 불덩이같이 뜨거운	1
악수하는	1
계곡에 흐르는 물 중앙에 서 있는 사람을 본	1
태풍이 불어서 나무가 무수히 꺾어지는	0
반주에 맞춰 노래한	1
푸른 눈이 나오는	1
적기를 격추시킬 수 있었던	1
수많은 사람이 기선에서 내린	1
물고기를 숲 속의 개울에서 잡는	1
풍경화나 사생활을 그린	1
전쟁이 났다고 군대가 이동한 것을 본	1
돼지머리를 제사상에 올려놓은	1
버스의 차창 밖으로 일어난 사건을 본	0
기러기 떼가 호숫가에 앉는	1
개간을 해서 논밭을 일군	1
죽순을 꺾어서 오는	1
돼지의 엉덩이를 칼로 찌르고 목을 쳐서 죽인	0
많은 토기들이 들판에서 노는	1
가마 문을 열어놓고 가는	1
형제와 사이 좋게 지내는	0
상대방을 무관심하게 바라본	0
메달, 우승컵, 상금, 우승기를 탄	1
열쇠로 굳게 잠긴 자물통을 여는	1
심하게 썩는 송장냄새를 맡은	1
시체를 대충대충 매장하는	0
상대방을 돌로 때리는	1
돼지 여러 마리가 교미하고 있는	1
종이비행기가 소리를 내며 날아가고 또 다른 종이 비행기가 폭음과 함께 하늘을 날아간	1
두꺼운 입술에 관한	0
변호사를 소개 받는	0
고적이나 풍경을 사진 찍는	1
여러 사람이 모여서 음식을 먹는데 자기의 그릇이 유난히 크고 고급스러운	1
연설을 하는데 군중이 몰려드는	0
모래산 중간이 허물어지면서 폭포 같은 물이 터져서 흐르는	0
바위가 터져서 폭포가 흐르는	1
총 한방으로 두 사람을 동시에 죽이는	1
숲 속에서 꽃을 꺾는	1
키를 두드려 전문을 발신한	1
장교나 사령관에게 훈장을 받는	0
편대비행을 하는 것을 본	1
전주에 달린 과일을 모르는 사람이 따 버린	0
약을 약국에서 구해온	1
편지 발신인의 주소를 읽는데 점점 희미하게 보인	1
감나무에 오르거나 감을 따먹는	1
사람들이 이름만 들어도 알 수 있는 유명, 인기인과 입맞춤하는	1
집 마당에서부터 큰 도로가 나 있는	1
남성의 등에 관한	0
높은 산정에서 사방을 굽어 살펴본	1
달빛이 방으로 들어와 대낮처럼 밝았던	1
사람이 죽어 피가 낭자한 것을 본	1
배 꽃이 어슴푸레한 달밤에 핀	1
앞으로 전진하거나 뒤로 후진하지 않고 똑같은 자리에서 껑충껑충 뛰었던	1
구더기가 된장이나 고추장 항아리에 득실거리는 것을 보는	0
음식물을 전혀 씹지 않고 삼키는	1
소를 자신이 죽인	1
배 안에서 불이 난	1
앉은 키가 하늘에 닿고 수염이 강처럼 긴 거인을 보는	1
우물 안에서 산이 보이는	1
천당을 구경하는	1
처녀를 범하는	1
멧돼지를 잡는	1
공중전화 박스에 들어가 전화를 거는	0
애인에게 시를 낭독해 주는	1
원앙금침이나 원앙문장 또는 그림을 본	1
음식을 가정부가 갖다 주는	1
가까운 친척 중의 한 사람이 돼지를 몰고 오는	1
천사가 나팔 부는 것을 교인이 아닌 사람이 보는	1
시험과는 관계 없을 사람이 시험을 치르고 있는 것을 구경한	1
개를 죽이는	1
가족이 모여 텔레비전을 본	1
지도상의 한 지점을 지적하고 설명한	1
분노를 폭발 시켜 노성을 발한	1
둑을 쌓는	1
수량이 많은 것을 소유한	1
독충이나 해충을 죽이는	1
불이 여러 군데 옮겨 붙은	1
상대방과 대화할 수 있는	0
파나 마늘을 산더미처럼 많이 소유하는	1
여왕이 마차를 타고 있는	0
퇴비나 건초더미를 만드는	1
불상 좌우에 늘어선 많은 여래상을 보는	1
병상에 있는 환자가 큰절을 받는	0
셀 수 없을 정도로 많은 양복이 어느 가게에 걸려 있는 것을 보는	1
작은 배에서 큰 기선으로 가볍게 올라가는 사람을 본	0
바닷물이 먼 곳으로 밀려 나가고 넓은 해저가 드러난	1
상대가 비단보를 주는	1
난로에 불이 잘 붙었던	1
미혼녀가 남에게 금반지를 받는	1
불상이 있는 곳으로 매운 바람이 몰아치는	1
마음씨 좋은 경찰을 만나는	1
사람들이 수치스럽게 생각하는 곳을 구경하는	0
성모 마리아상이 자신에게 빛을 비추거나 후광을 나타낸	1
선장실이나 갑판에서 회의하는 것을 본	1
넝쿨이나 덤불이 우거진	0
채소밭에 꽃이 만발한	1
멀리 떨어져서 살고 있다는 생각이 든 이성과 관계하는	1
자신이 관직에 근무하는 사람이 되어 순찰 도는	1
호수가 보라색으로 변한	1
전기 불이 환하게 밝혀진 곳으로 간	1
금은 보화의 물체가 빛을 발하거나 그 빛이 하늘에 닿는	1
어느 집을 방문했을 때 개에게 물리는	1
아무도 없는 산꼭대기에서 연설하는	1
악한에게 여러 번 시달리는 처녀의	0
본인이 귀부인이 되어 검정 예복을 입고 대리석 궁전을 걷는	1
햇빛이 유난히 따사롭다고 느낀	1
과일을 통째로 삼키는	1
우승을 해서 많은 사람 앞에서 상장을 받은	1
라디오를 통해 연설을 들은	0
광산에 화차가 머리를 외부로 향해 놓여 있는 것을 본	1
합격자 발표를 하는데 자신의 이름이 유난히 돋보이는	1
많은 새가 전주에 앉았다가 날아간	1
정신병자인 여자나 노인이 방안을 들여 다 보는	0
우체국이나 우편함에 편지를 넣은	1
비행기가 공중에서 기관총을 쐈는데 그 탄피를 주운	1
유두를 이유없이 어른에게 젖을 먹이기 위해 물리는	0
두터운 허리와 관계되는	1
인삼을 얻거나 보는	1
신령적인 상대에게 절하는	1
물이 없는 개울이나 산에서 조개를 줍는	1
말을 타고 들판을 달리는	0
여러 개의 배나무를 단계적으로 심는	1
거목을 숲 속에서 베어 껍질을 벗긴	1
왕이 권세를 상징하는 지팡이를 들고 있는	1
금은 보화로 만든 단추를 달고 있는 옷을 입은	1
누런 과일과 푸른 과일을 몰래 훔치는	1
상쾌한 기분으로 산꼭대기에서 노래한	1
폭포가 장막처럼 쏟아진	1
나무 밑에 떨어진 상수리를 많이 줍는	1
새로 라디오를 사온	1
풀을 뜯고 있는 양을 본	1
호수가나 강이 핏빛으로 물드는	1
대통령의 전용기를 공무원이 탄	1
정확한 발음으로 시체가 말하는	1
할머니와 성교하는	1
연못 속에 꽂혀 있는 지팡이를 얻어 사용한	1
꽃이 달린 채 떨어진 풋감을 주워 담는	1
공공단체에 자기 성명이 기재된	1
군인들이 군모를 여기저기에 벗어 놓은 것을 구경한	1
횃불을 들고 어두운 밤길을 걷는	1
시체에서 피가 나와 목욕탕의 욕조에 가득 고이는	1
높은 곳이라고 생각되는 곳에 오르는	1
어른이 학생 시절로 돌아가 학생모를 쓴 것을 보는	1
처녀와 관련되는	1
시험에 떨어진 것을 확인하고 집으로 돌아오다가 깬	1
음식을 만드는데 설탕을 사용하는	1
보석류를 취급하는 금은방과 관계 있는	1
자신이 별 네 개를 단 대장이 되는	1
나무 위에서 까치가 우는	1
곡물가게와 거래하는	1
돌을 던져 호수에 파문이 일게 하는	1
남배우와 인사를 나누거나 이야기하는	0
집안 어른에게 큰절을 하는	1
어떤 경쟁에서 승리한	1
여러 사람이 하는 체조나 무용을 자신이 직접 지휘한	1
예술가, 혹은 화가가 그림을 그리는	0
재떨이를 미혼녀가 얻는	1
들판에서 학이 노는	1
피아노를 힘있게 쳐서 멜로디가 울려 퍼진	1
사병의에 장교모자를 쓰는	1
우방국가 원수의 비행기를 샐러리맨이 탄	1
기선이 기적을 울리며 항구를 떠난	1
들판에서 샘물이 솟는 것을 보는	1
옷을 양품점에서 사는	1
자신이 자동차나 바위 등 치명타를 줄 수 있는 물건에 치인	1
금속의 성질이 튼튼하여 오래 보존되는	1
바다 한 가운데 무덤이 있는	1
죽어있는 처녀에 관한	0
개펄에 엎어진 보트를 바로 세워서 하천을 저어나간	1
은행잎이 수북이 쌓인 것을 본	1
많은 사람이 차 둘레에 몰려 있는	0
해일이 발생하여 산야를 뒤덮은	1
무심코 시체를 봤는데 그 시체가 바로 자신이었던	1
거북이가 바다에서 하천으로 오르는	1
여러 그루의 감나무에서 감이 떨어진 것을 주워 모으는	1
많은 상품이 진열된 상가를 들여다보면서 지나가는	1
누군가가 손을 내밀어 높은 곳으로 끌어 올려주는	1
성교를 했는데 최고의 만족감을 체험했던	1
물에 빠진 사람을 구해서 함께 헤엄쳐 나온	0
자갈을 거리에 깔아 놓는	1
주변 사람들 중에서 평소 자신에게 도움을 준 사람을 보는	1
교수가 되는	1
뜨거운 물이 끓는 우물에 물고기가 우글거리는 것을 본	1
여러 가지 물건을 강변 모래밭에서 캐낸	1
거인을 죽이는	1
실험용 흰쥐가 우리에 있는	1
시체가 담긴 관이 포장되지 않은 채 마당에 놓여 있는	1
소뿔이 잘 생기고 털에 윤기가 있는 것을 본	1
자신이 독수리로 변해 짐승을 잡는	1
산골에 초가집이 나란히 있는 것을 본	1
유난히 봉긋한 무덤을 보는	1
무엇인가를 얻는	1
타고 있는 코끼리가 움직이지 않아 채찍질을 해서 걷게 한	1
보물단지나 보물 상자를 얻거나 보는	1
천지가 진동하면서 울려 퍼지는 소리를 들은	1
풋과일을 어른이 따줘서 먹는	0
알밤을 호주머니에 넘치도록 주어서 담는	1
폭음과 더불어 하늘 일각에 섬광이 번쩍거린	1
성화대에 불이 잘 붙는	1
군부대의 연병장 등 넓은 곳에서 뛰놀았던	1
상여 앞에 수없이 많은 만장이 늘어서 있는 것을 보는	1
여러 종류의 화장품을 놓고 화장하는	1
쌍두마차를 타고 거리를 달리는	1
음식상 옆에 파란 똥이 있었던	0
죽은 윗사람의 시체 앞에서 예를 갖추어 다소곳이 서 있는	1
자기의 흰옷에 누가 붓글씨를 쓴	0
둥근 보름달이 아닌 기타의 달을 보는	1
곰이 높은 곳으로 기어 오르는	1
뚜껑이 열린 관속에 시체가 들어있는	1
정액이 많이 나와 쌓인	1
깊은 산중에서 신령적인 존재가 내려온	1
목부가 여러 마리의 소를 몰고 앞으로 향하는	1
자기의 인장을 새로 만든	1
망원경을 통해 먼 곳의 광경을 가깝게 보는	1
배를 가르고 내장을 꺼낸	1
호랑이나 사자에게 물린	1
미원을 사용해서 음식을 만드는	1
어떤 건물의 3층에서 무슨 일인가를 했던	1
전기공사를 잘못하여 합선된 것이 폭음과 더불어 큰 불이 난 것을 본	1
아름다운 소녀가 나타나는	1
연못 속의 수많은 뱀을 들어다 본	1
뱀의 몸 속에서 이빨을 고치는 약을 구하는	1
들판에서 여러 마리의 호랑이나 사자가 어울려 노는	1
선악과라고 생각되는 나무 열매를 따먹는	1
직접 술을 따라 제사상에 올리는	1
신랑인 자신이 신부와 함께 절하는	1
논두렁에서 게를 잡는	1
사자나 호랑이가 자기 앞에 앉아 있는	1
자신의 몸에 세 개 이상의 유두가 있는	0
땅속에서 동물이나 불길이 나온	1
교인이 하느님께 기도하는	0
책을 얻어서 읽어 본	1
음악에 맞추어 춤을 춘	0
어떤 일거리와 상관된 상대의 연령에 관한	0
산을 지팡이 짚고 오른	1
하늘로 승천한 용이 구름 속으로 모습을 감추는	1
경건한 마음으로 달을 향해 절하는	1
공중에 기둥 같은 호수가 생겨 동네가 물바다를 이룬	1
자신이 국가의 통치자가 되는	1
수삼이나 건삼을 많이 캐오거나 사오는	1
하늘에서 땅으로 번개와 같은 광선이 뻗은	1
기관총을 쏘아 적을 무참히 사살한	1
머리 기름을 발라 머리에 윤기가 나는	1
한번 세탁한 일이 있는 잠옷을 입으니 약간 크다고 느끼는	0
확실한 계획을 세워서 상대방을 공격하는	1
물 속에 비친 달을 본	1
왕자나 공주를 만나는	0
소포를 받아 풀어보니 돌아가신 은사의 유물과 사진이 들어있는	1
모든 사물이 아름답다고 느낀	0
어깨에 수건을 둘렀는데 그 자락이 손까지 처져있는	1
강물 속에서 여러 마리의 물고기가 헤엄치는	1
여러 개의 방문을 열고 자세히 살피는	1
신령적인 존재가 주는 음식을 받아서 먹는	1
청결하고 잘 다듬어진 손에 관한	1
황소 만한 돼지가 가는 곳마다 따라오는	1
피아노의 건반을 두드리자 소리가 난	1
산꼭대기에서 오줌을 누어 일국의 수도를 잠기게 한	1
경비원에게 신분증을 제시하고 통과한	0
숲이나 얕은 언덕이 불타는	1
거인과 관계되는	0
폭죽의 불꽃이 밤하늘에 찬란히 퍼지는 것을 본	1
호수를 중심으로 여러 방면으로 길이 뻗어 있는 것을 본	1
냇물에서 손발을 씻는	1
금줄이 달리거나 금장식한 옷을 입은	1
물이 방안에 가득 고인	1
가까운 사람에게 공책을 빌려온	1
큰 구렁이 주위에 뱀들이 우글거리는	1
물건을 비행기가 실어다 준	1
죽은 곰의 쓸개를 얻는	1
자기의 필체에 대해 좋은 평가를 받는	0
타국 대통령과 비행기를 함께 탄 샐러리맨의	1
여성과 만족한 성교를 한 선장의	1
우유를 벌컥벌컥 마시는	1
여러 사람이 나란히 의자에 앉아 있는	1
은장도를 모르는 사람이 처녀에게 준	1
밖에서 들여다보는 집 창문에 불이 환히 밝혀져 있는	1
다른 사람이 넘겨준 릴레이 바턴을 받아 힘껏 뛴	1
잘 익은 과일을 따 먹은	1
마른 개천에 물고기가 우글거리는	1
교미를 하고 있는 동물을 감상하는	1
비행기가 크고 높은 빌딩을 폭파시킨	1
맑은 물이 고인 논바닥에 물고기 떼가 놀고 있는	1
뽕나무 열매를 따 가진	1
시체에서 피가 냇물처럼 흐르는	1
물고기를 반두질해서 잡는	1
은행 등 금융기관과 접촉하는	1
길을 닦거나 집터를 닦고 있는 중장비를 본	1
누군가를 묶어서 끌고 다녔던	1
호랑이가 사자를 타고 달리는	1
복숭아나 살구꽃이 만발한 곳을 걷는	1
처녀가 말을 타고 있는	1
앵두 과에 속하는 작은 열매에 관련 있는	1
불어난 우물물이 가득 찬	1
광석을 운반하거나 쌓는 것을 보는	1
보트를 타고 벌판에 있는 하천에서 물고기를 많이 잡은	1
상관에게 결재 도장을 받은	1
막연하게 누가 죽게 될 것이라는 생각을 가졌던	1
새로 구입한 텔레비전을 설치한	1
상자 속에 가득한 약병을 얻은	1
많은 소가 목장에서 평화롭게 놀고 있는	1
차에 감을 싣고 운반하는	1
이층과 아래층에서 각각 불이 난	1
엔진이나 프로펠러가 여러 개 달린 큰 비행기가 바다에 착륙한 것을 본	1
남의 성명이 새겨진 인장을 얻은	1
황금 띠, 관대 등을 착용하는	1
배나무의 꽃이 만발해서 달빛에 빛나는 것을 보는	1
과일이 과일나무에 주렁주렁 달린	1
마당에 볏단이 높이 쌓여있는	1
용이 승천한 자리에 작고 아담한 교회가 생긴	1
바로 윗대(아버지 계열)의 무덤이 즐비하게 늘어서 있는 것을 보는	1
돼지새끼를 사는	1
많은 조개를 해변이나 개천에서 잡는	1
남이 피를 흘리는 것을 보고 만족하거나 무관심한 표정을 지은	1
